,0,1,ano,periodo,grupo,consulta,Fonte de Recurso,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
252,,,2018,Consolidado,Estado,Fonte de Recurso,04970000 - Programa Social de Desenvolvimento Humano,0.00,0.00,0.00,0.00,0.00,114042.73,0.00
253,,,2018,Consolidado,Estado,Fonte de Recurso,,,,,,,,
254,,,2018,Consolidado,Estado,Fonte de Recurso,Portal da Transparência Fiscal v1.0.11,,,,,,,
255,,,2018,Consolidado,Estado,Fonte de Recurso,Total:,15324184000.00,19027282667.24,17630658179.52,17044155436.78,16700429152.15,896550708.26,90270769.88
256,,,2018,Consolidado,Estado,Fonte de Recurso,Despesas::Estado::Fonte de Recurso,,,,,,,
257,,,2018,Consolidado,Estado,Fonte de Recurso,"Ano  2018  DOWNLOAD  Lista das Fontes de Recursos  Fonte de Recurso Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  15,324,184,000.00 19,027,282,667.24 17,630,658,179.52 17,044,155,436.78 16,700,429,152.15 896,550,708.26 90,270,769.88 01000000 - Recursos Ordinários  7,887,487,000.00 9,058,106,020.49 9,029,965,638.13 8,904,174,948.04 8,723,708,928.18 277,016,594.11 74,839,798.34  01100000 - Recursos de Depósitos Judiciais da LC 151/2015  25,080,000.00 383,426,966.80 383,426,966.80 383,426,966.80 383,426,966.80 0.00 0.00  01110000 - Acordos - Recofarma  0.00 1,861,059.31 1,159,979.31 1,159,979.31 1,159,979.31 0.00 0.00  01140000 - Acordos - Pepsi-Cola  0.00 7,402,575.10 7,402,575.10 7,402,575.10 7,402,575.10 0.00 0.00  01150000 - Alienação de Bens  1,214,000.00 1,214,000.00 78,870.00 78,870.00 78,870.00 60,700.00 0.00  01160000 - Contribuição para o Desenvolvimento do Ensino Superior  349,416,000.00 389,607,816.65 368,766,468.36 359,889,727.60 354,577,466.35 16,573,424.62 475,355.46  01170000 - Contribuição para Infraestrutura Básica, Econômica e Social  1,000,000.00 1,000,000.00 0.00 0.00 0.00 231,994.50 0.00  01180000 - RECURSOS DO FECOP  0.00 30,734,423.90 22,484,712.36 18,222,036.06 17,511,695.59 0.00 0.00  01190000 - Outras Contribuições Decorrentes de Incentivos Fiscais e Extra-Fiscais  0.00 21,160,229.82 20,992,610.19 20,850,340.31 20,694,743.97 0.00 0.00  01200000 - Contribuição do Desenvolvimento Humano  0.00 5,298,374.06 5,298,374.06 3,452,374.06 3,452,374.06 0.00 0.00  01210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal  2,006,400,000.00 2,092,118,414.31 2,091,394,397.29 2,020,190,430.95 1,951,483,531.49 133,554,841.71 10,741,591.38  01270000 - Cotaparte da Contribuição do Salário-Educação  59,565,000.00 59,565,000.00 0.00 0.00 0.00 13,144,316.72 59,798.66  01300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico  24,766,000.00 24,766,000.00 19,791,653.62 15,810,801.57 15,810,801.57 727,019.27 0.00  01400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais  10,450,000.00 21,580,045.24 19,738,789.34 18,886,872.74 18,715,588.96 0.00 65,000.00  01450000 - Recursos do Royalties sobre o Petróleo  179,426,000.00 267,819,305.90 267,632,330.40 259,271,129.32 242,122,156.12 9,388,104.71 10,000.00  01460000 - Recursos do FUNDEB  1,468,245,000.00 1,753,161,292.80 1,717,619,361.81 1,634,643,375.21 1,624,214,148.18 168,736,497.31 1,527,983.24  01500000 - Outras Transferências de Recursos Federais  25,935,000.00 25,935,000.00 22,024,514.79 22,024,514.79 21,729,538.38 670,219.78 0.00  01550000 - Recursos de Transferência Financeira LC 87/96  12,320,000.00 12,320,000.00 11,467,145.80 11,075,429.14 10,594,593.97 246,952.51 0.00  01600000 - Recursos do FTI  696,650,000.00 846,665,060.52 838,524,413.02 810,548,904.22 800,862,345.10 52,920,648.82 170,000.00  01700000 - Recursos do FMPES  93,704,000.00 100,453,678.40 98,728,477.21 93,789,765.71 91,470,500.27 12,566,391.18 0.00  02010000 - Recursos Diretamente Arrecadados  276,005,000.00 290,289,708.54 238,446,152.29 226,868,480.18 226,532,217.75 17,145,803.38 25,646.01  02100000 - Acordos - Pepsi-Cola  0.00 0.00 0.00 0.00 0.00 0.00 1,950.00  02110000 - Acordos - Recofarma  5,225,000.00 5,225,000.00 0.00 0.00 0.00 568,023.62 0.00  02200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV  0.00 0.00 0.00 0.00 0.00 254,086.51 0.00  02270000 - Recursos da Contribuição do Salário-Educação  0.00 58,565,000.00 52,696,462.12 43,401,232.05 42,553,991.74 0.00 0.00  02300000 - Recursos do Sistema Único de Saúde - SUS  528,672,000.00 528,672,000.00 414,104,475.50 349,861,014.79 347,144,757.37 32,910,500.63 952,953.51  02400000 - Transferências do FNAS  80,000.00 80,000.00 1,512.00 1,512.00 1,512.00 12,252.48 0.00  02500000 - Transferências do FNDE  43,000,000.00 103,590,056.37 45,435,921.92 20,695,898.68 20,691,977.08 8,192,474.28 0.00  02610000 - Fundo Financeiro - RPPS  536,018,000.00 626,931,109.31 626,771,784.38 626,764,662.16 624,641,158.66 17,577,671.75 0.00  02620000 - Fundo Previdenciário - RPPS  401,728,000.00 401,728,000.00 13,418,806.87 13,418,806.87 13,418,806.87 0.00 0.00  02710000 - Operações de Crédito Internas 221,000,000.00 433,414,935.91 335,146,562.60 333,764,904.60 325,664,427.92 33,456,189.27 0.00  02750000 - Operações de Crédito Externas 390,000,000.00 390,000,000.00 118,179,184.05 97,416,075.55 89,290,372.04 6,235,907.93 0.00  02800000 - Convênios 40,676,000.00 40,676,000.00 23,406,933.75 21,926,444.31 21,598,486.62 13,840,250.01 125,397.32  02850000 - Outras Fontes 14,488,000.00 19,320,371.76 10,681,088.68 8,886,128.26 8,772,765.05 415,387.69 0.00  02950000 - Transferências de Entidades Internacionais  5,000.00 5,000.00 0.00 0.00 0.00 0.00 0.00  02960000 - Doações de Pessoas ou Instituições Privadas Nacionais  25,107,000.00 25,107,000.00 0.00 0.00 0.00 3,296,577.64 4,345.11  02970000 - Doação p/ Programa Social de Desenv Humano  522,000.00 522,000.00 0.00 0.00 0.00 284,602.35 0.00  03000000 - Recursos Ordinários 0.00 166,877,583.62 159,927,595.16 158,411,909.03 157,927,853.22 7,986,288.37 1,077,521.49  03150000 - Alienação de Bens  0.00 1,168,728.48 539,175.98 469,354.68 457,182.68 294,464.70 0.00  03160000 - Contribuição para o Desenvolvimento do Ensino Superior  0.00 37,000,000.00 34,937,972.19 26,824,756.21 26,470,394.12 0.00 0.00  03180000 - RECURSOS DO FECOP  0.00 16,975,942.54 10,403,909.02 9,382,412.48 9,296,282.48 0.00 0.00  03210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal  0.00 61,966,567.34 61,248,182.80 61,077,851.20 61,077,851.20 0.00 0.00  03270000 - Cotaparte da Contribuição do Salário-Educação  0.00 8,000,000.00 7,979,795.75 7,769,476.97 7,769,476.97 1,173.90 0.00  03300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico  0.00 20,416,487.54 19,414,604.67 17,123,085.75 17,123,085.75 0.00 0.00  03450000 - Recursos do Royalties sobre o Petróleo  0.00 1,412,355.25 678,033.23 638,675.51 638,675.51 2,827,910.67 0.00  03500000 - Outras Transferências de Recursos Federais  0.00 41,645.10 830.00 0.00 0.00 131,541.07 0.00  03600000 - Recursos do FTI  0.00 28,417,567.69 22,624,150.72 21,419,955.96 20,853,564.24 663,091.65 0.00  03700000 - Recursos do FMPES  0.00 1,110,334.26 607,657.77 607,657.75 607,657.75 132,279.86 0.00  04010000 - Recursos Diretamente Arrecadados  0.00 105,919,291.52 79,638,226.93 74,679,284.11 73,178,175.00 3,905,115.48 75,844.71  04100000 - Acordos - Pepsi-Cola  0.00 5,763,026.22 5,763,026.22 5,763,026.22 5,763,026.22 214,525.38 0.00  04110000 - Acordos - Recofarma  0.00 29,700,000.00 29,698,063.46 29,624,821.46 29,624,821.46 0.00 0.00  04200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV  0.00 8,000,000.00 8,000,000.00 4,015,304.86 4,015,304.86 192,082.58 0.00  04300000 - Recursos do Sistema Único de Saúde - SUS  0.00 102,656,956.60 80,255,289.82 65,449,791.92 64,953,168.46 3,042,667.00 73,510.98  04400000 - Transferências do FNAS  0.00 6,700,000.00 1,970,240.26 1,387,167.56 1,380,949.22 456,225.08 912.00  04500000 - Transferências do FNDE  0.00 45,253,348.20 9,275,405.98 4,554,911.88 2,778,227.28 109,181.54 0.00  04610000 - Fundo Financeiro - RPPS  0.00 4,936,000.00 4,936,000.00 4,936,000.00 4,936,000.00 6,342,574.05 0.00  04620000 - Fundo Previdenciário - RPPS  0.00 6,000,000.00 5,674,574.58 5,203,784.55 5,203,526.18 614.50 0.00  04710000 - Operações de Crédito Internas 0.00 45,946,487.86 42,407,161.99 42,407,161.99 42,407,161.99 19,694,427.69 0.00  04750000 - Operações de Crédito Externas 0.00 75,834,471.67 73,322,855.84 61,545,012.73 60,032,960.97 17,540,273.39 0.00  04800000 - Convênios 0.00 125,022,784.94 90,052,494.86 69,685,231.04 68,013,902.54 7,814,271.13 29,995.04  04850000 - Outras Fontes 0.00 74,355,795.88 58,764,036.80 26,391,611.46 26,332,503.13 4,424,882.70 13,166.63  04950000 - Transferências de Entidades Internacionais  0.00 42,759.41 37,257.10 37,257.10 37,257.10 0.00 0.00  04960000 - Doações de Pessoas ou Instituições Privadas Nacionais  0.00 19,443,087.93 17,715,476.64 16,845,733.98 222,867.32 635,642.01 0.00  04970000 - Programa Social de Desenvolvimento Humano  0.00 0.00 0.00 0.00 0.00 114,042.73 0.00",,,,,,,
258,,,2018,Consolidado,Estado,Fonte de Recurso,Fonte de Recurso,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
259,,,2018,Consolidado,Estado,Fonte de Recurso,Total:,15324184000.00,19027282667.24,17630658179.52,17044155436.78,16700429152.15,896550708.26,90270769.88
260,,,2018,Consolidado,Estado,Fonte de Recurso,01000000 - Recursos Ordinários,7887487000.00,9058106020.49,9029965638.13,8904174948.04,8723708928.18,277016594.11,74839798.34
261,,,2018,Consolidado,Estado,Fonte de Recurso,01100000 - Recursos de Depósitos Judiciais da LC 151/2015,25080000.00,383426966.80,383426966.80,383426966.80,383426966.80,0.00,0.00
262,,,2018,Consolidado,Estado,Fonte de Recurso,01110000 - Acordos - Recofarma,0.00,1861059.31,1159979.31,1159979.31,1159979.31,0.00,0.00
263,,,2018,Consolidado,Estado,Fonte de Recurso,01140000 - Acordos - Pepsi-Cola,0.00,7402575.10,7402575.10,7402575.10,7402575.10,0.00,0.00
264,,,2018,Consolidado,Estado,Fonte de Recurso,01150000 - Alienação de Bens,1214000.00,1214000.00,78870.00,78870.00,78870.00,60700.00,0.00
265,,,2018,Consolidado,Estado,Fonte de Recurso,01160000 - Contribuição para o Desenvolvimento do Ensino Superior,349416000.00,389607816.65,368766468.36,359889727.60,354577466.35,16573424.62,475355.46
266,,,2018,Consolidado,Estado,Fonte de Recurso,"01170000 - Contribuição para Infraestrutura Básica, Econômica e Social",1000000.00,1000000.00,0.00,0.00,0.00,231994.50,0.00
267,,,2018,Consolidado,Estado,Fonte de Recurso,01180000 - RECURSOS DO FECOP,0.00,30734423.90,22484712.36,18222036.06,17511695.59,0.00,0.00
268,,,2018,Consolidado,Estado,Fonte de Recurso,01190000 - Outras Contribuições Decorrentes de Incentivos Fiscais e Extra-Fiscais,0.00,21160229.82,20992610.19,20850340.31,20694743.97,0.00,0.00
269,,,2018,Consolidado,Estado,Fonte de Recurso,01200000 - Contribuição do Desenvolvimento Humano,0.00,5298374.06,5298374.06,3452374.06,3452374.06,0.00,0.00
270,,,2018,Consolidado,Estado,Fonte de Recurso,01210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,2006400000.00,2092118414.31,2091394397.29,2020190430.95,1951483531.49,133554841.71,10741591.38
271,,,2018,Consolidado,Estado,Fonte de Recurso,01270000 - Cotaparte da Contribuição do Salário-Educação,59565000.00,59565000.00,0.00,0.00,0.00,13144316.72,59798.66
272,,,2018,Consolidado,Estado,Fonte de Recurso,01300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,24766000.00,24766000.00,19791653.62,15810801.57,15810801.57,727019.27,0.00
273,,,2018,Consolidado,Estado,Fonte de Recurso,01400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais,10450000.00,21580045.24,19738789.34,18886872.74,18715588.96,0.00,65000.00
274,,,2018,Consolidado,Estado,Fonte de Recurso,01450000 - Recursos do Royalties sobre o Petróleo,179426000.00,267819305.90,267632330.40,259271129.32,242122156.12,9388104.71,10000.00
275,,,2018,Consolidado,Estado,Fonte de Recurso,01460000 - Recursos do FUNDEB,1468245000.00,1753161292.80,1717619361.81,1634643375.21,1624214148.18,168736497.31,1527983.24
276,,,2018,Consolidado,Estado,Fonte de Recurso,01500000 - Outras Transferências de Recursos Federais,25935000.00,25935000.00,22024514.79,22024514.79,21729538.38,670219.78,0.00
277,,,2018,Consolidado,Estado,Fonte de Recurso,01550000 - Recursos de Transferência Financeira LC 87/96,12320000.00,12320000.00,11467145.80,11075429.14,10594593.97,246952.51,0.00
278,,,2018,Consolidado,Estado,Fonte de Recurso,01600000 - Recursos do FTI,696650000.00,846665060.52,838524413.02,810548904.22,800862345.10,52920648.82,170000.00
279,,,2018,Consolidado,Estado,Fonte de Recurso,01700000 - Recursos do FMPES,93704000.00,100453678.40,98728477.21,93789765.71,91470500.27,12566391.18,0.00
280,,,2018,Consolidado,Estado,Fonte de Recurso,02010000 - Recursos Diretamente Arrecadados,276005000.00,290289708.54,238446152.29,226868480.18,226532217.75,17145803.38,25646.01
281,,,2018,Consolidado,Estado,Fonte de Recurso,02100000 - Acordos - Pepsi-Cola,0.00,0.00,0.00,0.00,0.00,0.00,1950.00
282,,,2018,Consolidado,Estado,Fonte de Recurso,02110000 - Acordos - Recofarma,5225000.00,5225000.00,0.00,0.00,0.00,568023.62,0.00
283,,,2018,Consolidado,Estado,Fonte de Recurso,02200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,0.00,0.00,0.00,0.00,0.00,254086.51,0.00
284,,,2018,Consolidado,Estado,Fonte de Recurso,02270000 - Recursos da Contribuição do Salário-Educação,0.00,58565000.00,52696462.12,43401232.05,42553991.74,0.00,0.00
285,,,2018,Consolidado,Estado,Fonte de Recurso,02300000 - Recursos do Sistema Único de Saúde - SUS,528672000.00,528672000.00,414104475.50,349861014.79,347144757.37,32910500.63,952953.51
286,,,2018,Consolidado,Estado,Fonte de Recurso,02400000 - Transferências do FNAS,80000.00,80000.00,1512.00,1512.00,1512.00,12252.48,0.00
287,,,2018,Consolidado,Estado,Fonte de Recurso,02500000 - Transferências do FNDE,43000000.00,103590056.37,45435921.92,20695898.68,20691977.08,8192474.28,0.00
288,,,2018,Consolidado,Estado,Fonte de Recurso,02610000 - Fundo Financeiro - RPPS,536018000.00,626931109.31,626771784.38,626764662.16,624641158.66,17577671.75,0.00
289,,,2018,Consolidado,Estado,Fonte de Recurso,02620000 - Fundo Previdenciário - RPPS,401728000.00,401728000.00,13418806.87,13418806.87,13418806.87,0.00,0.00
290,,,2018,Consolidado,Estado,Fonte de Recurso,02710000 - Operações de Crédito Internas,221000000.00,433414935.91,335146562.60,333764904.60,325664427.92,33456189.27,0.00
291,,,2018,Consolidado,Estado,Fonte de Recurso,02750000 - Operações de Crédito Externas,390000000.00,390000000.00,118179184.05,97416075.55,89290372.04,6235907.93,0.00
292,,,2018,Consolidado,Estado,Fonte de Recurso,02800000 - Convênios,40676000.00,40676000.00,23406933.75,21926444.31,21598486.62,13840250.01,125397.32
293,,,2018,Consolidado,Estado,Fonte de Recurso,02850000 - Outras Fontes,14488000.00,19320371.76,10681088.68,8886128.26,8772765.05,415387.69,0.00
294,,,2018,Consolidado,Estado,Fonte de Recurso,02950000 - Transferências de Entidades Internacionais,5000.00,5000.00,0.00,0.00,0.00,0.00,0.00
295,,,2018,Consolidado,Estado,Fonte de Recurso,02960000 - Doações de Pessoas ou Instituições Privadas Nacionais,25107000.00,25107000.00,0.00,0.00,0.00,3296577.64,4345.11
296,,,2018,Consolidado,Estado,Fonte de Recurso,02970000 - Doação p/ Programa Social de Desenv Humano,522000.00,522000.00,0.00,0.00,0.00,284602.35,0.00
297,,,2018,Consolidado,Estado,Fonte de Recurso,03000000 - Recursos Ordinários,0.00,166877583.62,159927595.16,158411909.03,157927853.22,7986288.37,1077521.49
298,,,2018,Consolidado,Estado,Fonte de Recurso,03150000 - Alienação de Bens,0.00,1168728.48,539175.98,469354.68,457182.68,294464.70,0.00
299,,,2018,Consolidado,Estado,Fonte de Recurso,03160000 - Contribuição para o Desenvolvimento do Ensino Superior,0.00,37000000.00,34937972.19,26824756.21,26470394.12,0.00,0.00
300,,,2018,Consolidado,Estado,Fonte de Recurso,03180000 - RECURSOS DO FECOP,0.00,16975942.54,10403909.02,9382412.48,9296282.48,0.00,0.00
301,,,2018,Consolidado,Estado,Fonte de Recurso,03210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,0.00,61966567.34,61248182.80,61077851.20,61077851.20,0.00,0.00
302,,,2018,Consolidado,Estado,Fonte de Recurso,03270000 - Cotaparte da Contribuição do Salário-Educação,0.00,8000000.00,7979795.75,7769476.97,7769476.97,1173.90,0.00
303,,,2018,Consolidado,Estado,Fonte de Recurso,03300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,0.00,20416487.54,19414604.67,17123085.75,17123085.75,0.00,0.00
304,,,2018,Consolidado,Estado,Fonte de Recurso,03450000 - Recursos do Royalties sobre o Petróleo,0.00,1412355.25,678033.23,638675.51,638675.51,2827910.67,0.00
305,,,2018,Consolidado,Estado,Fonte de Recurso,03500000 - Outras Transferências de Recursos Federais,0.00,41645.10,830.00,0.00,0.00,131541.07,0.00
306,,,2018,Consolidado,Estado,Fonte de Recurso,03600000 - Recursos do FTI,0.00,28417567.69,22624150.72,21419955.96,20853564.24,663091.65,0.00
307,,,2018,Consolidado,Estado,Fonte de Recurso,03700000 - Recursos do FMPES,0.00,1110334.26,607657.77,607657.75,607657.75,132279.86,0.00
308,,,2018,Consolidado,Estado,Fonte de Recurso,04010000 - Recursos Diretamente Arrecadados,0.00,105919291.52,79638226.93,74679284.11,73178175.00,3905115.48,75844.71
309,,,2018,Consolidado,Estado,Fonte de Recurso,04100000 - Acordos - Pepsi-Cola,0.00,5763026.22,5763026.22,5763026.22,5763026.22,214525.38,0.00
310,,,2018,Consolidado,Estado,Fonte de Recurso,04110000 - Acordos - Recofarma,0.00,29700000.00,29698063.46,29624821.46,29624821.46,0.00,0.00
311,,,2018,Consolidado,Estado,Fonte de Recurso,04200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,0.00,8000000.00,8000000.00,4015304.86,4015304.86,192082.58,0.00
312,,,2018,Consolidado,Estado,Fonte de Recurso,04300000 - Recursos do Sistema Único de Saúde - SUS,0.00,102656956.60,80255289.82,65449791.92,64953168.46,3042667.00,73510.98
313,,,2018,Consolidado,Estado,Fonte de Recurso,04400000 - Transferências do FNAS,0.00,6700000.00,1970240.26,1387167.56,1380949.22,456225.08,912.00
314,,,2018,Consolidado,Estado,Fonte de Recurso,04500000 - Transferências do FNDE,0.00,45253348.20,9275405.98,4554911.88,2778227.28,109181.54,0.00
315,,,2018,Consolidado,Estado,Fonte de Recurso,04610000 - Fundo Financeiro - RPPS,0.00,4936000.00,4936000.00,4936000.00,4936000.00,6342574.05,0.00
316,,,2018,Consolidado,Estado,Fonte de Recurso,04620000 - Fundo Previdenciário - RPPS,0.00,6000000.00,5674574.58,5203784.55,5203526.18,614.50,0.00
317,,,2018,Consolidado,Estado,Fonte de Recurso,04710000 - Operações de Crédito Internas,0.00,45946487.86,42407161.99,42407161.99,42407161.99,19694427.69,0.00
318,,,2018,Consolidado,Estado,Fonte de Recurso,04750000 - Operações de Crédito Externas,0.00,75834471.67,73322855.84,61545012.73,60032960.97,17540273.39,0.00
319,,,2018,Consolidado,Estado,Fonte de Recurso,04800000 - Convênios,0.00,125022784.94,90052494.86,69685231.04,68013902.54,7814271.13,29995.04
320,,,2018,Consolidado,Estado,Fonte de Recurso,04850000 - Outras Fontes,0.00,74355795.88,58764036.80,26391611.46,26332503.13,4424882.70,13166.63
321,,,2018,Consolidado,Estado,Fonte de Recurso,04950000 - Transferências de Entidades Internacionais,0.00,42759.41,37257.10,37257.10,37257.10,0.00,0.00
322,,,2018,Consolidado,Estado,Fonte de Recurso,04960000 - Doações de Pessoas ou Instituições Privadas Nacionais,0.00,19443087.93,17715476.64,16845733.98,222867.32,635642.01,0.00
323,,,2018,Consolidado,Estado,Fonte de Recurso,04970000 - Programa Social de Desenvolvimento Humano,0.00,0.00,0.00,0.00,0.00,114042.73,0.00
324,,,2018,Consolidado,Estado,Fonte de Recurso,,,,,,,,
325,,,2018,Consolidado,Estado,Fonte de Recurso,Total:,15324184000.00,19027282667.24,17630658179.52,17044155436.78,16700429152.15,896550708.26,90270769.88
326,,,2018,Consolidado,Estado,Fonte de Recurso,01000000 - Recursos Ordinários,7887487000.0,9058106020.49,9029965638.13,8904174948.04,8723708928.18,277016594.11,74839798.34
327,,,2018,Consolidado,Estado,Fonte de Recurso,01100000 - Recursos de Depósitos Judiciais da LC 151/2015,25080000.0,383426966.8,383426966.8,383426966.8,383426966.8,0.0,0.0
328,,,2018,Consolidado,Estado,Fonte de Recurso,01110000 - Acordos - Recofarma,0.0,1861059.31,1159979.31,1159979.31,1159979.31,0.0,0.0
329,,,2018,Consolidado,Estado,Fonte de Recurso,01140000 - Acordos - Pepsi-Cola,0.0,7402575.1,7402575.1,7402575.1,7402575.1,0.0,0.0
330,,,2018,Consolidado,Estado,Fonte de Recurso,01150000 - Alienação de Bens,1214000.0,1214000.0,78870.0,78870.0,78870.0,60700.0,0.0
331,,,2018,Consolidado,Estado,Fonte de Recurso,01160000 - Contribuição para o Desenvolvimento do Ensino Superior,349416000.0,389607816.65,368766468.36,359889727.6,354577466.35,16573424.62,475355.46
332,,,2018,Consolidado,Estado,Fonte de Recurso,"01170000 - Contribuição para Infraestrutura Básica, Econômica e Social",1000000.0,1000000.0,0.0,0.0,0.0,231994.5,0.0
333,,,2018,Consolidado,Estado,Fonte de Recurso,01180000 - RECURSOS DO FECOP,0.0,30734423.9,22484712.36,18222036.06,17511695.59,0.0,0.0
334,,,2018,Consolidado,Estado,Fonte de Recurso,01190000 - Outras Contribuições Decorrentes de Incentivos Fiscais e Extra-Fiscais,0.0,21160229.82,20992610.19,20850340.31,20694743.97,0.0,0.0
335,,,2018,Consolidado,Estado,Fonte de Recurso,01200000 - Contribuição do Desenvolvimento Humano,0.0,5298374.06,5298374.06,3452374.06,3452374.06,0.0,0.0
336,,,2018,Consolidado,Estado,Fonte de Recurso,01210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,2006400000.0,2092118414.31,2091394397.29,2020190430.95,1951483531.49,133554841.71,10741591.38
337,,,2018,Consolidado,Estado,Fonte de Recurso,01270000 - Cotaparte da Contribuição do Salário-Educação,59565000.0,59565000.0,0.0,0.0,0.0,13144316.72,59798.66
338,,,2018,Consolidado,Estado,Fonte de Recurso,01300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,24766000.0,24766000.0,19791653.62,15810801.57,15810801.57,727019.27,0.0
339,,,2018,Consolidado,Estado,Fonte de Recurso,01400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais,10450000.0,21580045.24,19738789.34,18886872.74,18715588.96,0.0,65000.0
340,,,2018,Consolidado,Estado,Fonte de Recurso,01450000 - Recursos do Royalties sobre o Petróleo,179426000.0,267819305.9,267632330.4,259271129.32,242122156.12,9388104.71,10000.0
341,,,2018,Consolidado,Estado,Fonte de Recurso,01460000 - Recursos do FUNDEB,1468245000.0,1753161292.8,1717619361.81,1634643375.21,1624214148.18,168736497.31,1527983.24
342,,,2018,Consolidado,Estado,Fonte de Recurso,01500000 - Outras Transferências de Recursos Federais,25935000.0,25935000.0,22024514.79,22024514.79,21729538.38,670219.78,0.0
343,,,2018,Consolidado,Estado,Fonte de Recurso,01550000 - Recursos de Transferência Financeira LC 87/96,12320000.0,12320000.0,11467145.8,11075429.14,10594593.97,246952.51,0.0
344,,,2018,Consolidado,Estado,Fonte de Recurso,01600000 - Recursos do FTI,696650000.0,846665060.52,838524413.02,810548904.22,800862345.1,52920648.82,170000.0
345,,,2018,Consolidado,Estado,Fonte de Recurso,01700000 - Recursos do FMPES,93704000.0,100453678.4,98728477.21,93789765.71,91470500.27,12566391.18,0.0
346,,,2018,Consolidado,Estado,Fonte de Recurso,02010000 - Recursos Diretamente Arrecadados,276005000.0,290289708.54,238446152.29,226868480.18,226532217.75,17145803.38,25646.01
347,,,2018,Consolidado,Estado,Fonte de Recurso,02100000 - Acordos - Pepsi-Cola,0.0,0.0,0.0,0.0,0.0,0.0,1950.0
348,,,2018,Consolidado,Estado,Fonte de Recurso,02110000 - Acordos - Recofarma,5225000.0,5225000.0,0.0,0.0,0.0,568023.62,0.0
349,,,2018,Consolidado,Estado,Fonte de Recurso,02200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,0.0,0.0,0.0,0.0,0.0,254086.51,0.0
350,,,2018,Consolidado,Estado,Fonte de Recurso,02270000 - Recursos da Contribuição do Salário-Educação,0.0,58565000.0,52696462.12,43401232.05,42553991.74,0.0,0.0
351,,,2018,Consolidado,Estado,Fonte de Recurso,02300000 - Recursos do Sistema Único de Saúde - SUS,528672000.0,528672000.0,414104475.5,349861014.79,347144757.37,32910500.63,952953.51
352,,,2018,Consolidado,Estado,Fonte de Recurso,02400000 - Transferências do FNAS,80000.0,80000.0,1512.0,1512.0,1512.0,12252.48,0.0
353,,,2018,Consolidado,Estado,Fonte de Recurso,02500000 - Transferências do FNDE,43000000.0,103590056.37,45435921.92,20695898.68,20691977.08,8192474.28,0.0
354,,,2018,Consolidado,Estado,Fonte de Recurso,02610000 - Fundo Financeiro - RPPS,536018000.0,626931109.31,626771784.38,626764662.16,624641158.66,17577671.75,0.0
355,,,2018,Consolidado,Estado,Fonte de Recurso,02620000 - Fundo Previdenciário - RPPS,401728000.0,401728000.0,13418806.87,13418806.87,13418806.87,0.0,0.0
356,,,2018,Consolidado,Estado,Fonte de Recurso,02710000 - Operações de Crédito Internas,221000000.0,433414935.91,335146562.6,333764904.6,325664427.92,33456189.27,0.0
357,,,2018,Consolidado,Estado,Fonte de Recurso,02750000 - Operações de Crédito Externas,390000000.0,390000000.0,118179184.05,97416075.55,89290372.04,6235907.93,0.0
358,,,2018,Consolidado,Estado,Fonte de Recurso,02800000 - Convênios,40676000.0,40676000.0,23406933.75,21926444.31,21598486.62,13840250.01,125397.32
359,,,2018,Consolidado,Estado,Fonte de Recurso,02850000 - Outras Fontes,14488000.0,19320371.76,10681088.68,8886128.26,8772765.05,415387.69,0.0
360,,,2018,Consolidado,Estado,Fonte de Recurso,02950000 - Transferências de Entidades Internacionais,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0
361,,,2018,Consolidado,Estado,Fonte de Recurso,02960000 - Doações de Pessoas ou Instituições Privadas Nacionais,25107000.0,25107000.0,0.0,0.0,0.0,3296577.64,4345.11
362,,,2018,Consolidado,Estado,Fonte de Recurso,02970000 - Doação p/ Programa Social de Desenv Humano,522000.0,522000.0,0.0,0.0,0.0,284602.35,0.0
