,0,1,ano,periodo,grupo,consulta,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
196,,,2017,Consolidado,Estado,Função,Despesas::Estado::Função,,,,,,,
197,,,2017,Consolidado,Estado,Função,"Ano  2017  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  14,680,579,000.00 16,942,985,284.00 15,324,896,557.05 14,656,583,083.67 14,197,713,022.50 642,438,912.48 99,858,570.96 01-Legislativa  427,974,000.00 483,597,064.05 482,447,438.46 472,759,659.46 460,961,271.07 23,267,620.45 24,786.51  02-Judiciária  564,356,000.00 692,477,624.74 680,523,378.55 667,897,150.50 667,897,150.50 4,866,428.29 14,167,298.32  03-Essencial à Justica  267,211,000.00 314,717,954.29 307,381,357.09 303,636,444.59 285,082,502.55 3,137,575.45 50,153,530.41  04-Administração  651,835,795.00 640,594,956.11 555,879,969.48 539,233,163.24 511,633,308.46 16,215,610.44 116,076.96  06-Segurança Pública  1,524,693,000.00 1,605,927,570.76 1,591,601,637.13 1,579,938,195.25 1,500,352,859.81 30,874,127.54 430,528.42  08-Assistência Social  79,734,000.00 73,517,996.28 66,075,709.01 59,963,101.89 58,260,200.01 5,724,477.09 437,549.81  09-Previdência Social  1,370,752,000.00 1,591,554,526.24 1,572,024,643.29 1,571,178,034.14 1,543,919,759.52 1,205,668.11 0.00  10-Saúde  1,865,190,000.00 2,596,269,339.71 2,477,349,055.14 2,379,873,327.76 2,352,317,114.72 209,563,487.06 3,016,204.30  11-Trabalho  7,401,000.00 13,242,421.84 7,669,883.96 6,844,583.92 6,550,665.64 339,412.15 43,883.74  12-Educação  2,607,078,000.00 3,024,052,789.20 2,867,545,372.69 2,511,559,971.82 2,306,412,846.10 212,465,336.77 20,047,849.02  13-Cultura  82,593,000.00 98,863,263.21 95,347,323.11 92,977,979.77 92,141,627.75 8,095,380.34 28,653.13  14-Direitos da Cidadania  341,419,000.00 512,670,247.80 429,729,305.19 415,088,256.82 410,869,026.93 34,720,426.26 487,449.96  15-Urbanismo  363,312,000.00 563,508,633.93 332,657,985.35 274,693,075.61 253,881,224.40 35,617,789.93 4,387,196.89  16-Habitação  35,667,000.00 39,330,404.73 22,163,295.53 21,287,606.82 20,696,138.73 530,806.96 365,976.84  17-Saneamento  145,574,000.00 162,561,833.93 56,085,423.02 50,264,238.56 49,952,112.76 4,799,824.55 296,083.29  18-Gestão Ambiental  37,979,000.00 55,982,751.86 41,810,738.97 41,329,522.57 40,438,908.56 870,986.45 65,136.33  19-Ciência e Tecnologia  92,832,000.00 67,132,847.71 40,784,092.13 39,213,971.08 35,626,602.56 1,227,422.78 0.00  20-Agricultura  88,309,000.00 142,344,790.05 135,238,917.86 134,004,027.59 129,309,103.60 6,561,193.49 167,569.08  21-Organização Agrária  13,472,000.00 27,282,460.38 25,742,353.28 25,710,450.71 24,864,026.12 3,505,039.95 29,755.14  23-Comércio e Serviços  42,780,000.00 49,456,833.27 36,057,367.85 35,730,828.05 35,463,402.32 3,357,906.37 19,380.71  24-Comunicações  67,890,000.00 82,438,573.58 79,567,566.37 76,841,143.72 76,256,391.78 2,941,518.67 0.00  26-Transporte  236,673,000.00 401,286,813.22 188,310,208.80 123,777,485.41 103,794,969.15 14,428,876.99 519,372.46  27-Desporto e Lazer  25,760,000.00 41,139,385.83 37,187,819.65 37,066,671.60 35,733,783.79 1,601,119.16 54,289.64  28-Encargos Especiais  3,047,267,205.00 3,201,796,002.26 3,195,715,715.14 3,195,714,192.79 3,195,298,025.67 16,520,877.23 5,000,000.00  99-Reserva de Contingência  692,827,000.00 461,238,199.02 0.00 0.00 0.00 0.00 0.00",,,,,,,
198,,,2017,Consolidado,Estado,Função,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
199,,,2017,Consolidado,Estado,Função,Total:,14680579000.00,16942985284.00,15324896557.05,14656583083.67,14197713022.50,642438912.48,99858570.96
200,,,2017,Consolidado,Estado,Função,01-Legislativa,427974000.00,483597064.05,482447438.46,472759659.46,460961271.07,23267620.45,24786.51
201,,,2017,Consolidado,Estado,Função,02-Judiciária,564356000.00,692477624.74,680523378.55,667897150.50,667897150.50,4866428.29,14167298.32
202,,,2017,Consolidado,Estado,Função,03-Essencial à Justica,267211000.00,314717954.29,307381357.09,303636444.59,285082502.55,3137575.45,50153530.41
203,,,2017,Consolidado,Estado,Função,04-Administração,651835795.00,640594956.11,555879969.48,539233163.24,511633308.46,16215610.44,116076.96
204,,,2017,Consolidado,Estado,Função,06-Segurança Pública,1524693000.00,1605927570.76,1591601637.13,1579938195.25,1500352859.81,30874127.54,430528.42
205,,,2017,Consolidado,Estado,Função,08-Assistência Social,79734000.00,73517996.28,66075709.01,59963101.89,58260200.01,5724477.09,437549.81
206,,,2017,Consolidado,Estado,Função,09-Previdência Social,1370752000.00,1591554526.24,1572024643.29,1571178034.14,1543919759.52,1205668.11,0.00
207,,,2017,Consolidado,Estado,Função,10-Saúde,1865190000.00,2596269339.71,2477349055.14,2379873327.76,2352317114.72,209563487.06,3016204.30
208,,,2017,Consolidado,Estado,Função,11-Trabalho,7401000.00,13242421.84,7669883.96,6844583.92,6550665.64,339412.15,43883.74
209,,,2017,Consolidado,Estado,Função,12-Educação,2607078000.00,3024052789.20,2867545372.69,2511559971.82,2306412846.10,212465336.77,20047849.02
210,,,2017,Consolidado,Estado,Função,13-Cultura,82593000.00,98863263.21,95347323.11,92977979.77,92141627.75,8095380.34,28653.13
211,,,2017,Consolidado,Estado,Função,14-Direitos da Cidadania,341419000.00,512670247.80,429729305.19,415088256.82,410869026.93,34720426.26,487449.96
212,,,2017,Consolidado,Estado,Função,15-Urbanismo,363312000.00,563508633.93,332657985.35,274693075.61,253881224.40,35617789.93,4387196.89
213,,,2017,Consolidado,Estado,Função,16-Habitação,35667000.00,39330404.73,22163295.53,21287606.82,20696138.73,530806.96,365976.84
214,,,2017,Consolidado,Estado,Função,17-Saneamento,145574000.00,162561833.93,56085423.02,50264238.56,49952112.76,4799824.55,296083.29
215,,,2017,Consolidado,Estado,Função,18-Gestão Ambiental,37979000.00,55982751.86,41810738.97,41329522.57,40438908.56,870986.45,65136.33
216,,,2017,Consolidado,Estado,Função,19-Ciência e Tecnologia,92832000.00,67132847.71,40784092.13,39213971.08,35626602.56,1227422.78,0.00
217,,,2017,Consolidado,Estado,Função,20-Agricultura,88309000.00,142344790.05,135238917.86,134004027.59,129309103.60,6561193.49,167569.08
218,,,2017,Consolidado,Estado,Função,21-Organização Agrária,13472000.00,27282460.38,25742353.28,25710450.71,24864026.12,3505039.95,29755.14
219,,,2017,Consolidado,Estado,Função,23-Comércio e Serviços,42780000.00,49456833.27,36057367.85,35730828.05,35463402.32,3357906.37,19380.71
220,,,2017,Consolidado,Estado,Função,24-Comunicações,67890000.00,82438573.58,79567566.37,76841143.72,76256391.78,2941518.67,0.00
221,,,2017,Consolidado,Estado,Função,26-Transporte,236673000.00,401286813.22,188310208.80,123777485.41,103794969.15,14428876.99,519372.46
222,,,2017,Consolidado,Estado,Função,27-Desporto e Lazer,25760000.00,41139385.83,37187819.65,37066671.60,35733783.79,1601119.16,54289.64
223,,,2017,Consolidado,Estado,Função,28-Encargos Especiais,3047267205.00,3201796002.26,3195715715.14,3195714192.79,3195298025.67,16520877.23,5000000.00
224,,,2017,Consolidado,Estado,Função,99-Reserva de Contingência,692827000.00,461238199.02,0.00,0.00,0.00,0.00,0.00
225,,,2017,Consolidado,Estado,Função,,,,,,,,
226,,,2017,Consolidado,Estado,Função,Portal da Transparência Fiscal v1.0.11,,,,,,,
227,,,2017,Consolidado,Estado,Função,Total:,14680579000.00,16942985284.00,15324896557.05,14656583083.67,14197713022.50,642438912.48,99858570.96
228,,,2017,Consolidado,Estado,Função,Despesas::Estado::Função,,,,,,,
229,,,2017,Consolidado,Estado,Função,"Ano  2017  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  14,680,579,000.00 16,942,985,284.00 15,324,896,557.05 14,656,583,083.67 14,197,713,022.50 642,438,912.48 99,858,570.96 01-Legislativa  427,974,000.00 483,597,064.05 482,447,438.46 472,759,659.46 460,961,271.07 23,267,620.45 24,786.51  02-Judiciária  564,356,000.00 692,477,624.74 680,523,378.55 667,897,150.50 667,897,150.50 4,866,428.29 14,167,298.32  03-Essencial à Justica  267,211,000.00 314,717,954.29 307,381,357.09 303,636,444.59 285,082,502.55 3,137,575.45 50,153,530.41  04-Administração  651,835,795.00 640,594,956.11 555,879,969.48 539,233,163.24 511,633,308.46 16,215,610.44 116,076.96  06-Segurança Pública  1,524,693,000.00 1,605,927,570.76 1,591,601,637.13 1,579,938,195.25 1,500,352,859.81 30,874,127.54 430,528.42  08-Assistência Social  79,734,000.00 73,517,996.28 66,075,709.01 59,963,101.89 58,260,200.01 5,724,477.09 437,549.81  09-Previdência Social  1,370,752,000.00 1,591,554,526.24 1,572,024,643.29 1,571,178,034.14 1,543,919,759.52 1,205,668.11 0.00  10-Saúde  1,865,190,000.00 2,596,269,339.71 2,477,349,055.14 2,379,873,327.76 2,352,317,114.72 209,563,487.06 3,016,204.30  11-Trabalho  7,401,000.00 13,242,421.84 7,669,883.96 6,844,583.92 6,550,665.64 339,412.15 43,883.74  12-Educação  2,607,078,000.00 3,024,052,789.20 2,867,545,372.69 2,511,559,971.82 2,306,412,846.10 212,465,336.77 20,047,849.02  13-Cultura  82,593,000.00 98,863,263.21 95,347,323.11 92,977,979.77 92,141,627.75 8,095,380.34 28,653.13  14-Direitos da Cidadania  341,419,000.00 512,670,247.80 429,729,305.19 415,088,256.82 410,869,026.93 34,720,426.26 487,449.96  15-Urbanismo  363,312,000.00 563,508,633.93 332,657,985.35 274,693,075.61 253,881,224.40 35,617,789.93 4,387,196.89  16-Habitação  35,667,000.00 39,330,404.73 22,163,295.53 21,287,606.82 20,696,138.73 530,806.96 365,976.84  17-Saneamento  145,574,000.00 162,561,833.93 56,085,423.02 50,264,238.56 49,952,112.76 4,799,824.55 296,083.29  18-Gestão Ambiental  37,979,000.00 55,982,751.86 41,810,738.97 41,329,522.57 40,438,908.56 870,986.45 65,136.33  19-Ciência e Tecnologia  92,832,000.00 67,132,847.71 40,784,092.13 39,213,971.08 35,626,602.56 1,227,422.78 0.00  20-Agricultura  88,309,000.00 142,344,790.05 135,238,917.86 134,004,027.59 129,309,103.60 6,561,193.49 167,569.08  21-Organização Agrária  13,472,000.00 27,282,460.38 25,742,353.28 25,710,450.71 24,864,026.12 3,505,039.95 29,755.14  23-Comércio e Serviços  42,780,000.00 49,456,833.27 36,057,367.85 35,730,828.05 35,463,402.32 3,357,906.37 19,380.71  24-Comunicações  67,890,000.00 82,438,573.58 79,567,566.37 76,841,143.72 76,256,391.78 2,941,518.67 0.00  26-Transporte  236,673,000.00 401,286,813.22 188,310,208.80 123,777,485.41 103,794,969.15 14,428,876.99 519,372.46  27-Desporto e Lazer  25,760,000.00 41,139,385.83 37,187,819.65 37,066,671.60 35,733,783.79 1,601,119.16 54,289.64  28-Encargos Especiais  3,047,267,205.00 3,201,796,002.26 3,195,715,715.14 3,195,714,192.79 3,195,298,025.67 16,520,877.23 5,000,000.00  99-Reserva de Contingência  692,827,000.00 461,238,199.02 0.00 0.00 0.00 0.00 0.00",,,,,,,
230,,,2017,Consolidado,Estado,Função,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
231,,,2017,Consolidado,Estado,Função,Total:,14680579000.00,16942985284.00,15324896557.05,14656583083.67,14197713022.50,642438912.48,99858570.96
232,,,2017,Consolidado,Estado,Função,01-Legislativa,427974000.00,483597064.05,482447438.46,472759659.46,460961271.07,23267620.45,24786.51
233,,,2017,Consolidado,Estado,Função,02-Judiciária,564356000.00,692477624.74,680523378.55,667897150.50,667897150.50,4866428.29,14167298.32
234,,,2017,Consolidado,Estado,Função,03-Essencial à Justica,267211000.00,314717954.29,307381357.09,303636444.59,285082502.55,3137575.45,50153530.41
235,,,2017,Consolidado,Estado,Função,04-Administração,651835795.00,640594956.11,555879969.48,539233163.24,511633308.46,16215610.44,116076.96
236,,,2017,Consolidado,Estado,Função,06-Segurança Pública,1524693000.00,1605927570.76,1591601637.13,1579938195.25,1500352859.81,30874127.54,430528.42
237,,,2017,Consolidado,Estado,Função,08-Assistência Social,79734000.00,73517996.28,66075709.01,59963101.89,58260200.01,5724477.09,437549.81
238,,,2017,Consolidado,Estado,Função,09-Previdência Social,1370752000.00,1591554526.24,1572024643.29,1571178034.14,1543919759.52,1205668.11,0.00
239,,,2017,Consolidado,Estado,Função,10-Saúde,1865190000.00,2596269339.71,2477349055.14,2379873327.76,2352317114.72,209563487.06,3016204.30
240,,,2017,Consolidado,Estado,Função,11-Trabalho,7401000.00,13242421.84,7669883.96,6844583.92,6550665.64,339412.15,43883.74
241,,,2017,Consolidado,Estado,Função,12-Educação,2607078000.00,3024052789.20,2867545372.69,2511559971.82,2306412846.10,212465336.77,20047849.02
242,,,2017,Consolidado,Estado,Função,13-Cultura,82593000.00,98863263.21,95347323.11,92977979.77,92141627.75,8095380.34,28653.13
243,,,2017,Consolidado,Estado,Função,14-Direitos da Cidadania,341419000.00,512670247.80,429729305.19,415088256.82,410869026.93,34720426.26,487449.96
244,,,2017,Consolidado,Estado,Função,15-Urbanismo,363312000.00,563508633.93,332657985.35,274693075.61,253881224.40,35617789.93,4387196.89
245,,,2017,Consolidado,Estado,Função,16-Habitação,35667000.00,39330404.73,22163295.53,21287606.82,20696138.73,530806.96,365976.84
246,,,2017,Consolidado,Estado,Função,17-Saneamento,145574000.00,162561833.93,56085423.02,50264238.56,49952112.76,4799824.55,296083.29
247,,,2017,Consolidado,Estado,Função,18-Gestão Ambiental,37979000.00,55982751.86,41810738.97,41329522.57,40438908.56,870986.45,65136.33
248,,,2017,Consolidado,Estado,Função,19-Ciência e Tecnologia,92832000.00,67132847.71,40784092.13,39213971.08,35626602.56,1227422.78,0.00
249,,,2017,Consolidado,Estado,Função,20-Agricultura,88309000.00,142344790.05,135238917.86,134004027.59,129309103.60,6561193.49,167569.08
250,,,2017,Consolidado,Estado,Função,21-Organização Agrária,13472000.00,27282460.38,25742353.28,25710450.71,24864026.12,3505039.95,29755.14
251,,,2017,Consolidado,Estado,Função,23-Comércio e Serviços,42780000.00,49456833.27,36057367.85,35730828.05,35463402.32,3357906.37,19380.71
252,,,2017,Consolidado,Estado,Função,24-Comunicações,67890000.00,82438573.58,79567566.37,76841143.72,76256391.78,2941518.67,0.00
253,,,2017,Consolidado,Estado,Função,26-Transporte,236673000.00,401286813.22,188310208.80,123777485.41,103794969.15,14428876.99,519372.46
254,,,2017,Consolidado,Estado,Função,27-Desporto e Lazer,25760000.00,41139385.83,37187819.65,37066671.60,35733783.79,1601119.16,54289.64
255,,,2017,Consolidado,Estado,Função,28-Encargos Especiais,3047267205.00,3201796002.26,3195715715.14,3195714192.79,3195298025.67,16520877.23,5000000.00
256,,,2017,Consolidado,Estado,Função,99-Reserva de Contingência,692827000.00,461238199.02,0.00,0.00,0.00,0.00,0.00
257,,,2017,Consolidado,Estado,Função,,,,,,,,
258,,,2017,Consolidado,Estado,Função,Total:,14680579000.00,16942985284.00,15324896557.05,14656583083.67,14197713022.50,642438912.48,99858570.96
259,,,2017,Consolidado,Estado,Função,01-Legislativa,427974000.0,483597064.05,482447438.46,472759659.46,460961271.07,23267620.45,24786.51
260,,,2017,Consolidado,Estado,Função,02-Judiciária,564356000.0,692477624.74,680523378.55,667897150.5,667897150.5,4866428.29,14167298.32
261,,,2017,Consolidado,Estado,Função,03-Essencial à Justica,267211000.0,314717954.29,307381357.09,303636444.59,285082502.55,3137575.45,50153530.41
262,,,2017,Consolidado,Estado,Função,04-Administração,651835795.0,640594956.11,555879969.48,539233163.24,511633308.46,16215610.44,116076.96
263,,,2017,Consolidado,Estado,Função,06-Segurança Pública,1524693000.0,1605927570.76,1591601637.13,1579938195.25,1500352859.81,30874127.54,430528.42
264,,,2017,Consolidado,Estado,Função,08-Assistência Social,79734000.0,73517996.28,66075709.01,59963101.89,58260200.01,5724477.09,437549.81
265,,,2017,Consolidado,Estado,Função,09-Previdência Social,1370752000.0,1591554526.24,1572024643.29,1571178034.14,1543919759.52,1205668.11,0.0
266,,,2017,Consolidado,Estado,Função,10-Saúde,1865190000.0,2596269339.71,2477349055.14,2379873327.76,2352317114.72,209563487.06,3016204.3
267,,,2017,Consolidado,Estado,Função,11-Trabalho,7401000.0,13242421.84,7669883.96,6844583.92,6550665.64,339412.15,43883.74
268,,,2017,Consolidado,Estado,Função,12-Educação,2607078000.0,3024052789.2,2867545372.69,2511559971.82,2306412846.1,212465336.77,20047849.02
269,,,2017,Consolidado,Estado,Função,13-Cultura,82593000.0,98863263.21,95347323.11,92977979.77,92141627.75,8095380.34,28653.13
270,,,2017,Consolidado,Estado,Função,14-Direitos da Cidadania,341419000.0,512670247.8,429729305.19,415088256.82,410869026.93,34720426.26,487449.96
271,,,2017,Consolidado,Estado,Função,15-Urbanismo,363312000.0,563508633.93,332657985.35,274693075.61,253881224.4,35617789.93,4387196.89
272,,,2017,Consolidado,Estado,Função,16-Habitação,35667000.0,39330404.73,22163295.53,21287606.82,20696138.73,530806.96,365976.84
273,,,2017,Consolidado,Estado,Função,17-Saneamento,145574000.0,162561833.93,56085423.02,50264238.56,49952112.76,4799824.55,296083.29
274,,,2017,Consolidado,Estado,Função,18-Gestão Ambiental,37979000.0,55982751.86,41810738.97,41329522.57,40438908.56,870986.45,65136.33
275,,,2017,Consolidado,Estado,Função,19-Ciência e Tecnologia,92832000.0,67132847.71,40784092.13,39213971.08,35626602.56,1227422.78,0.0
276,,,2017,Consolidado,Estado,Função,20-Agricultura,88309000.0,142344790.05,135238917.86,134004027.59,129309103.6,6561193.49,167569.08
277,,,2017,Consolidado,Estado,Função,21-Organização Agrária,13472000.0,27282460.38,25742353.28,25710450.71,24864026.12,3505039.95,29755.14
278,,,2017,Consolidado,Estado,Função,23-Comércio e Serviços,42780000.0,49456833.27,36057367.85,35730828.05,35463402.32,3357906.37,19380.71
279,,,2017,Consolidado,Estado,Função,24-Comunicações,67890000.0,82438573.58,79567566.37,76841143.72,76256391.78,2941518.67,0.0
280,,,2017,Consolidado,Estado,Função,26-Transporte,236673000.0,401286813.22,188310208.8,123777485.41,103794969.15,14428876.99,519372.46
281,,,2017,Consolidado,Estado,Função,27-Desporto e Lazer,25760000.0,41139385.83,37187819.65,37066671.6,35733783.79,1601119.16,54289.64
282,,,2017,Consolidado,Estado,Função,28-Encargos Especiais,3047267205.0,3201796002.26,3195715715.14,3195714192.79,3195298025.67,16520877.23,5000000.0
283,,,2017,Consolidado,Estado,Função,99-Reserva de Contingência,692827000.0,461238199.02,0.0,0.0,0.0,0.0,0.0
284,,,2017,Consolidado,Estado,Função,Total:,14680579000.0,16942985284.0,15324896557.05,14656583083.67,14197713022.5,642438912.48,99858570.96
285,,,2016,Consolidado,Estado,Função,,,,,,,,
286,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,2016,Consolidado,Estado,Função,,,,,,,,
287,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2016,Consolidado,Estado,Função,,,,,,,,
288,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2016,Consolidado,Estado,Função,,,,,,,,
289,,,2016,Consolidado,Estado,Função,,,,,,,,
290,,,2016,Consolidado,Estado,Função,"function setup() { }  function imprimirRelatorio(tipoDownload) {  var ano = document.getElementById('anoexercicio').value;  var mes = document.getElementById('mes').value;  var mesFinal = document.getElementById('mesFinal').value;  document.execDespAnoEstadoFuncaoForm.action= ""execDespAnoEstadoFuncao.do?method=Consultar&anoexercicio=""+ano+""&mes=""+mes+""&mesFinal=""+mesFinal+""&tipoDownload=""+tipoDownload;  document.execDespAnoEstadoFuncaoForm.submit(); 	}  function showAno() {  var ano = document.getElementById(""anoexercicio"").value;  var grupo = document.getElementById(""grupo"").value;  var consulta = document.getElementById(""consulta"").value;  var mes = document.getElementById(""mes"").value;  var mesFinal = document.getElementById(""mesFinal"").value;  document.execDespAnoEstadoFuncaoForm.action=""execDespAno.do?method=Pesquisar&anoexercicio=""+ano+""&grupo=""+grupo+""&consulta=""+consulta+""&mes=""+mes+""&mesFinal=""+mesFinal;  document.execDespAnoEstadoFuncaoForm.submit(); } Despesas::Estado::Função  Ano  2016  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  16,054,234,000.00 17,774,354,894.18 14,997,260,040.99 14,525,065,314.54 14,210,302,422.95 490,879,520.48 173,268,941.90 01-Legislativa  476,635,000.00 473,766,204.40 456,059,732.23 446,283,610.88 432,578,666.24 18,347,408.82 241,207.95  02-Judiciária  601,559,000.00 649,187,970.39 586,554,102.18 580,707,712.50 580,707,712.50 4,676,387.27 14,167,298.32  03-Essencial à Justica  282,751,000.00 297,276,482.36 273,827,747.50 271,312,260.54 241,495,417.49 3,140,358.07 104,296,839.33  04-Administração  686,741,512.00 758,563,193.18 672,080,360.01 664,049,890.00 650,661,079.34 19,191,050.83 136,808.55  06-Segurança Pública  1,587,738,000.00 1,616,426,989.26 1,567,595,962.48 1,562,425,632.02 1,534,729,014.04 44,175,928.56 214,406.72  08-Assistência Social  113,613,000.00 98,964,680.36 92,164,297.42 90,284,219.67 85,957,830.45 2,770,478.17 529,928.41  09-Previdência Social  1,292,489,000.00 1,637,937,789.04 1,476,811,299.45 1,475,064,999.76 1,475,043,213.14 761,526.59 1,141.07  10-Saúde  2,196,647,000.00 2,892,680,711.86 2,805,337,387.70 2,651,584,388.64 2,576,091,648.25 117,046,564.35 34,575,523.05  11-Trabalho  13,591,000.00 14,553,231.41 7,371,685.30 7,312,903.69 7,010,512.72 1,059,644.80 55,427.08  12-Educação  2,902,366,000.00 2,908,132,868.67 2,460,325,736.52 2,271,421,363.38 2,195,619,289.38 194,353,969.25 14,623,306.55  13-Cultura  125,640,000.00 101,987,272.24 96,790,097.07 96,350,689.17 88,204,966.78 4,724,665.64 29,048.40  14-Direitos da Cidadania  368,978,000.00 601,998,686.30 561,264,748.03 550,805,894.07 524,665,408.32 4,912,924.93 653,432.74  15-Urbanismo  506,512,488.00 703,912,251.27 377,113,453.58 328,498,595.31 322,328,147.90 14,321,269.10 134,723.70  16-Habitação  55,658,000.00 55,942,280.86 26,656,096.70 25,336,607.64 25,190,695.37 1,023,315.19 672,552.71  17-Saneamento  222,683,000.00 233,091,571.92 106,385,663.50 99,912,650.68 97,703,428.77 5,946,672.26 822,716.83  18-Gestão Ambiental  59,086,000.00 73,004,293.77 43,330,414.00 42,685,724.96 42,247,957.06 2,350,448.37 80,645.99  19-Ciência e Tecnologia  107,502,000.00 86,114,407.90 59,967,380.12 59,615,828.57 58,920,814.03 2,023,024.43 652,789.40  20-Agricultura  114,234,000.00 158,366,297.04 136,844,716.27 132,919,012.11 129,847,343.62 9,314,274.97 582,250.79  21-Organização Agrária  18,261,000.00 46,287,228.03 40,020,813.10 39,598,443.56 36,327,095.27 393,767.31 34,340.32  23-Comércio e Serviços  39,166,000.00 39,668,751.38 32,326,704.25 29,113,171.05 28,897,052.02 468,340.94 31,926.07  24-Comunicações  81,375,000.00 92,426,360.70 83,963,862.19 81,095,507.32 80,849,046.64 6,222,843.60 0.00  26-Transporte  173,950,000.00 219,388,275.30 87,347,179.08 73,034,047.16 71,720,777.30 11,342,041.44 646,286.92  27-Desporto e Lazer  39,012,000.00 43,642,163.61 38,546,149.12 37,077,708.67 36,451,730.36 2,732,598.89 86,341.00  28-Encargos Especiais  3,344,404,000.00 3,581,385,579.15 2,908,574,453.19 2,908,574,453.19 2,887,053,575.96 19,580,016.70 0.00  99-Reserva de Contingência  643,642,000.00 389,649,353.78 0.00 0.00 0.00 0.00 0.00",,,,,,,
291,,,2016,Consolidado,Estado,Função,Despesas::Estado::Função,,,,,,,
